time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp_c,label
41241,1.8747,-0.0096,10.3645,-24.0153,-6.1985,-58.0916,41.05,On Head
41304,0.6416,-0.5028,9.9814,-30.3817,10.0458,-67.9084,41.05,On Head
41367,0.0503,-2.3152,11.0133,-31.6183,13.1298,-65.6031,41.19,On Head
41430,-0.0670,-3.6176,11.6119,-15.4198,17.6947,-57.5878,41.38,On Head
41496,-1.0056,-3.0478,11.6933,18.1679,30.5649,-34.7634,41.28,On Head
41559,-1.0630,-2.3870,11.0445,34.3511,17.2214,-39.5878,40.91,On Head
41622,-1.8100,-1.7119,10.2711,39.7099,16.1221,-21.6947,41.24,On Head
41685,-2.0542,-1.2570,10.3094,46.1679,29.8321,1.1450,41.24,On Head
41748,-2.6097,-0.1652,10.1562,68.2290,41.0382,-0.0916,40.91,On Head
41811,-3.3136,1.6807,9.2129,55.7252,52.3206,6.2901,41.24,On Head
41874,-4.0270,1.9058,9.1267,22.2595,35.8168,-15.4809,41.09,On Head
41940,-4.8100,2.2505,8.8490,4.0763,-2.8550,4.6870,40.77,On Head
42003,-3.8618,2.3248,8.5952,8.2443,5.2366,8.0305,41.24,On Head
42066,-3.7110,2.5235,9.8497,3.0382,24.8550,2.8550,41.05,On Head
42129,-4.1803,2.7725,9.0956,-4.2290,-4.1069,-20.2901,41.05,On Head
42192,-4.0486,1.9776,9.1315,-21.5878,-30.0763,-27.0840,41.05,On Head
42255,-3.7158,1.7478,8.9687,-24.8092,-15.0229,-29.2672,41.09,On Head
42318,-3.4884,1.1181,9.8019,-30.0611,-8.5649,-27.0992,40.95,On Head
42381,-3.5530,0.8787,9.6630,-24.6107,-7.2214,-26.9924,40.95,On Head
42447,-3.0861,0.4717,9.8354,-33.0992,-8.5191,-28.0916,41.09,On Head
42510,-3.1340,-0.0024,9.6343,-30.6718,-14.2901,-28.8855,41.05,On Head
42573,-3.0478,-0.9337,10.3094,-32.5649,-10.3511,-11.7252,40.95,On Head
42636,-2.7892,-1.6305,10.3094,-15.2366,-18.9160,-14.0763,41.19,On Head
42699,-2.3966,-1.7310,10.5153,-0.5802,-21.5573,-5.7557,41.28,On Head
42762,-2.1332,-0.7207,10.5800,9.0840,-1.6794,-24.1985,41.19,On Head
42825,-2.8467,-2.0470,11.2384,-20.5038,-13.9542,-6.2137,41.05,On Head
42891,-2.6600,-2.7869,11.5688,-10.9008,-5.2214,8.4580,41.19,On Head
42954,-1.6209,-1.6568,10.7021,19.2672,-20.7481,11.2672,41.28,On Head
43017,-0.9002,-0.6608,9.4451,8.5344,-15.9695,5.8931,41.38,On Head
43080,-0.3855,-0.9170,9.7516,5.8931,-19.9389,-3.2214,41.09,On Head
43143,-0.6153,-0.3783,9.6462,11.0992,-2.3817,-9.3130,41.19,On Head
43206,0.0383,-0.4357,10.3406,4.5344,-2.0000,-21.5114,41.05,On Head
43269,-0.2227,-0.4812,9.8569,-3.8779,7.5267,-27.7710,41.24,On Head
43335,-0.1077,-0.5722,10.3573,-9.1756,13.3893,-38.1679,41.24,On Head
